,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
1111,JOEUSDT,CFXUSDT,0.0,-8.1639,-3.367,1.4285,16
121,1000LUNCUSDT,LRCUSDT,0.0005,-4.7522,-3.367,0.1276,16
1558,LPTUSDT,CTKUSDT,0.0,-5.6535,-3.367,23.0897,16
491,BLZUSDT,ETHWUSDT,0.0059,-4.0576,-3.367,0.0156,16
599,BSWUSDT,ILVUSDT,0.025,-3.5929,-3.367,0.0007,16
1940,ONTUSDT,ALGOUSDT,0.0395,-3.426,-3.367,0.153,16
950,HFTUSDT,CEEKUSDT,0.035,-3.4714,-3.367,2.9868,16
1801,MANAUSDT,CFXUSDT,0.0153,-3.7596,-3.367,10.5472,16
57,10000LADYSUSDT,LQTYUSDT,0.0014,-4.456,-3.367,0.0003,16
1063,JASMYUSDT,LOOKSUSDT,0.0055,-4.0801,-3.367,0.0135,16
596,BSWUSDT,EGLDUSDT,0.0032,-4.239,-3.367,0.0028,16
58,10000LADYSUSDT,LRCUSDT,0.0103,-3.8885,-3.367,0.0002,16
1807,MANAUSDT,LQTYUSDT,0.0172,-3.7222,-3.367,1.8948,16
1690,MAGICUSDT,FTMUSDT,0.0,-6.4125,-3.367,0.9085,16
342,ARBUSDT,TLMUSDT,0.0384,-3.437,-3.367,5.589,16
37,10000LADYSUSDT,FLOWUSDT,0.0208,-3.6572,-3.367,0.0,16
593,BSWUSDT,API3USDT,0.0418,-3.4046,-3.367,0.1862,16
527,BLZUSDT,LINAUSDT,0.0101,-3.894,-3.367,7.7132,16
1985,QTUMUSDT,TWTUSDT,0.0124,-3.8291,-3.367,4.9667,15
2001,RLCUSDT,BSVUSDT,0.0373,-3.4482,-3.367,0.0155,15
1112,JOEUSDT,CHZUSDT,0.0,-8.2042,-3.367,1.2274,15
1698,MAGICUSDT,GRTUSDT,0.0,-5.8098,-3.367,3.9155,15
1102,JOEUSDT,BNXUSDT,0.0,-13.055,-3.367,0.8242,15
1680,MAGICUSDT,ENSUSDT,0.0,-5.8241,-3.367,0.0558,15
2012,RLCUSDT,UNIUSDT,0.0031,-4.2439,-3.367,0.1176,15
1679,MAGICUSDT,ENJUSDT,0.0,-5.8011,-3.367,0.7639,15
2010,RLCUSDT,SUSHIUSDT,0.0097,-3.907,-3.367,0.2906,15
1993,RENUSDT,GFTUSDT,0.0169,-3.7275,-3.367,12.3799,15
156,ACHUSDT,SLPUSDT,0.021,-3.6542,-3.367,0.632,15
1992,RENUSDT,ENSUSDT,0.012,-3.8392,-3.367,0.0175,15
192,AGIXUSDT,OCEANUSDT,0.0,-5.2875,-3.367,0.9165,15
715,DARUSDT,C98USDT,0.0095,-3.9127,-3.367,0.1516,15
1484,LEVERUSDT,SXPUSDT,0.0275,-3.5587,-3.367,0.0009,15
195,AGLDUSDT,BAKEUSDT,0.0104,-3.8839,-3.367,1.0765,15
265,ANKRUSDT,ARBUSDT,0.0051,-4.1002,-3.367,0.0715,15
1306,KEYUSDT,ZENUSDT,0.017,-3.7259,-3.367,0.0001,15
1202,JOEUSDT,OMGUSDT,0.0,-13.0653,-3.367,0.0457,15
1804,MANAUSDT,DUSKUSDT,0.0027,-4.2876,-3.367,5.9552,15
1908,NKNUSDT,IOTAUSDT,0.007,-4.0062,-3.367,0.1346,15
274,ANKRUSDT,LRCUSDT,0.0338,-3.4848,-3.367,0.0516,15
341,ARBUSDT,RNDRUSDT,0.0013,-4.4822,-3.367,0.361,15
1814,MANAUSDT,UNIUSDT,0.0004,-4.769,-3.367,0.2404,15
1218,JOEUSDT,SFPUSDT,0.0,-13.378,-3.367,0.3568,15
1889,NEARUSDT,SXPUSDT,0.0377,-3.444,-3.367,7.4694,15
1285,KEYUSDT,DODOUSDT,0.025,-3.5933,-3.367,0.032,15
1228,JOEUSDT,SUSHIUSDT,0.0,-12.9805,-3.367,0.083,15
1230,JOEUSDT,SXPUSDT,0.0,-13.0622,-3.367,0.2743,15
1882,MTLUSDT,UNIUSDT,0.0291,-3.5386,-3.367,0.1216,15
1274,KEYUSDT,AVAXUSDT,0.0368,-3.4526,-3.367,0.0001,15
1864,MTLUSDT,HOTUSDT,0.0161,-3.7442,-3.367,456.8429,15
1863,MTLUSDT,HOOKUSDT,0.0129,-3.8153,-3.367,0.854,15
1251,JOEUSDT,ZENUSDT,0.0,-13.3208,-3.367,0.0078,15
552,BLZUSDT,RSRUSDT,0.0082,-3.9575,-3.367,37.5842,15
1261,KDAUSDT,OMGUSDT,0.0067,-4.0229,-3.367,0.4027,15
1795,MAGICUSDT,ZRXUSDT,0.0,-5.7737,-3.367,3.3111,15
1790,MAGICUSDT,YFIUSDT,0.0,-5.8698,-3.367,0.0001,15
1709,MAGICUSDT,ILVUSDT,0.0,-5.9099,-3.367,0.0021,15
1773,MAGICUSDT,THETAUSDT,0.0,-5.7701,-3.367,0.2836,15
202,AGLDUSDT,RDNTUSDT,0.033,-3.4937,-3.367,1.6711,15
1725,MAGICUSDT,LINKUSDT,0.0,-5.8358,-3.367,0.0577,15
1344,LEVERUSDT,ARPAUSDT,0.0356,-3.4655,-3.367,0.0333,15
205,AKROUSDT,ALICEUSDT,0.0169,-3.7277,-3.367,0.0004,15
1968,PEOPLEUSDT,SUIUSDT,0.0324,-3.4998,-3.367,0.0788,15
372,BAKEUSDT,ETHWUSDT,0.0373,-3.4481,-3.367,0.0802,15
1730,MAGICUSDT,LRCUSDT,0.0,-5.7935,-3.367,1.0916,15
210,AKROUSDT,BSVUSDT,0.0307,-3.5193,-3.367,0.0,15
1081,JOEUSDT,ALPHAUSDT,0.0,-13.2421,-3.367,1.795,15
1733,MAGICUSDT,MANAUSDT,0.0,-5.8236,-3.367,0.5911,15
1166,JOEUSDT,IMXUSDT,0.0,-13.1507,-3.367,0.1111,15
1748,MAGICUSDT,PEOPLEUSDT,0.0,-5.8784,-3.367,29.8191,15
1170,JOEUSDT,IOTXUSDT,0.0,-13.1387,-3.367,3.7183,15
1954,ORDIUSDT,LINAUSDT,0.0424,-3.3997,-3.367,679.8593,15
613,C98USDT,IOTXUSDT,0.0347,-3.475,-3.367,21.6766,15
1178,JOEUSDT,KSMUSDT,0.0,-12.774,-3.367,0.0014,15
1179,JOEUSDT,LDOUSDT,0.0,-12.213,-3.367,0.2146,15
611,C98USDT,HBARUSDT,0.0087,-3.9421,-3.367,8.2499,15
1770,MAGICUSDT,SUSHIUSDT,0.0,-5.9213,-3.367,0.3919,15
1370,LEVERUSDT,COMPUSDT,0.0182,-3.7026,-3.367,0.0,15
1670,MAGICUSDT,DENTUSDT,0.0,-5.7973,-3.367,739.5568,15
1842,MTLUSDT,AUDIOUSDT,0.0083,-3.9557,-3.367,1.1731,15
803,ENJUSDT,ENSUSDT,0.0153,-3.7606,-3.367,0.0686,15
458,BLZUSDT,BNXUSDT,0.0001,-5.238,-3.367,0.1819,15
1428,LEVERUSDT,KAVAUSDT,0.0348,-3.4741,-3.367,0.0004,15
987,ICPUSDT,RLCUSDT,0.0138,-3.7946,-3.367,25.2146,15
1594,LQTYUSDT,TUSDT,0.0239,-3.6094,-3.367,50.6889,15
447,BLZUSDT,ANKRUSDT,0.0015,-4.4545,-3.367,1.0158,15
992,ICXUSDT,LITUSDT,0.0011,-4.5266,-3.367,0.1873,15
442,BLZUSDT,ADAUSDT,0.0039,-4.1778,-3.367,0.0619,15
791,EGLDUSDT,ENSUSDT,0.0006,-4.7018,-3.367,7.0666,15
834,ENSUSDT,ZRXUSDT,0.0124,-3.8296,-3.367,63.0276,15
2070,STORJUSDT,ENSUSDT,0.0004,-4.8052,-3.367,0.0434,15
1611,MAGICUSDT,1000FLOKIUSDT,0.0,-5.8296,-3.367,55.9753,15
426,BLURUSDT,IDUSDT,0.0229,-3.6242,-3.367,1.2497,15
422,BLURUSDT,DENTUSDT,0.0231,-3.6209,-3.367,232.2043,15
92,1000FLOKIUSDT,BLURUSDT,0.0,-5.3741,-3.367,0.0564,15
1036,IOTXUSDT,ADAUSDT,0.0423,-3.4006,-3.367,0.0734,15
1039,IOTXUSDT,CELRUSDT,0.0391,-3.4306,-3.367,1.299,15
473,BLZUSDT,CROUSDT,0.0006,-4.6717,-3.367,0.1902,15
967,HIGHUSDT,LITUSDT,0.0032,-4.2406,-3.367,0.9559,15
114,1000LUNCUSDT,COREUSDT,0.046,-3.3683,-3.367,0.1212,15
1457,LEVERUSDT,ONTUSDT,0.0212,-3.6507,-3.367,0.0059,15
1496,LEVERUSDT,XEMUSDT,0.0274,-3.5611,-3.367,0.0124,15
506,BLZUSDT,HOOKUSDT,0.0,-5.8864,-3.367,0.0509,15
504,BLZUSDT,HIGHUSDT,0.0,-5.5966,-3.367,0.0427,15
893,GFTUSDT,1000BONKUSDT,0.0193,-3.6818,-3.367,54.9799,15
1523,LOOKSUSDT,COMPUSDT,0.0016,-4.4372,-3.367,0.0051,15
883,FLOWUSDT,TWTUSDT,0.0141,-3.7875,-3.367,5.4567,15
2129,TWTUSDT,ICPUSDT,0.0398,-3.4237,-3.367,0.0411,15
2124,TWTUSDT,DGBUSDT,0.0271,-3.565,-3.367,94.8878,15
1567,LPTUSDT,KDAUSDT,0.0365,-3.4558,-3.367,8.4235,15
2114,TUSDT,YGGUSDT,0.016,-3.7459,-3.367,0.0069,15
943,HBARUSDT,SFPUSDT,0.0351,-3.4709,-3.367,0.2477,15
1553,LPTUSDT,BELUSDT,0.0126,-3.824,-3.367,45.6691,15
851,ETHWUSDT,LRCUSDT,0.035,-3.4715,-3.367,3.2277,15
50,10000LADYSUSDT,IMXUSDT,0.046,-3.3686,-3.367,0.0001,15
1566,LPTUSDT,JASMYUSDT,0.0443,-3.3829,-3.367,1132.8474,15
2102,THETAUSDT,CELOUSDT,0.0147,-3.7726,-3.367,2.0652,15
1633,MAGICUSDT,ARUSDT,0.0,-5.7865,-3.367,0.0493,15
1845,MTLUSDT,BTCUSDT,0.0446,-3.3804,-3.367,0.0001,15
1067,JOEUSDT,1000BTTUSDT,0.0,-12.5778,-3.367,277.0227,15
1659,MAGICUSDT,COMPUSDT,0.0,-5.7817,-3.367,0.0055,15
1384,LEVERUSDT,DOGEUSDT,0.034,-3.4819,-3.367,0.0175,15
1661,MAGICUSDT,COTIUSDT,0.0,-5.9094,-3.367,6.7928,15
2043,SLPUSDT,TWTUSDT,0.0252,-3.5906,-3.367,0.0165,15
724,DARUSDT,SUIUSDT,0.0097,-3.9061,-3.367,0.5113,15
405,BCHUSDT,ROSEUSDT,0.02,-3.6703,-3.367,1913.6029,15
1079,JOEUSDT,ALGOUSDT,0.0,-13.121,-3.367,0.2666,15
2041,SLPUSDT,ICXUSDT,0.0294,-3.5348,-3.367,0.0686,15
1651,MAGICUSDT,C98USDT,0.0,-5.7799,-3.367,0.7206,15
904,GLMRUSDT,GFTUSDT,0.0382,-3.4391,-3.367,40.1228,14
845,ETCUSDT,STGUSDT,0.0379,-3.4416,-3.367,74.9751,14
716,DARUSDT,GFTUSDT,0.0184,-3.6992,-3.367,8.5465,14
45,10000LADYSUSDT,HIGHUSDT,0.0177,-3.7108,-3.367,0.0002,14
492,BLZUSDT,FETUSDT,0.0,-5.5705,-3.367,0.2755,14
304,ANTUSDT,LQTYUSDT,0.0407,-3.4149,-3.367,3.66,14
1800,MANAUSDT,CEEKUSDT,0.0223,-3.6329,-3.367,18.1021,14
324,APEUSDT,TLMUSDT,0.0141,-3.7882,-3.367,44.1328,14
1640,MAGICUSDT,BANDUSDT,0.0,-6.1903,-3.367,0.7237,14
485,BLZUSDT,EDUUSDT,0.0032,-4.2393,-3.367,0.119,14
259,AMBUSDT,SHIB1000USDT,0.0403,-3.4186,-3.367,0.7611,14
1663,MAGICUSDT,CRVUSDT,0.0,-5.8637,-3.367,0.4784,14
18,10000LADYSUSDT,BSVUSDT,0.0388,-3.4336,-3.367,0.0,14
157,ACHUSDT,SUSHIUSDT,0.0418,-3.4048,-3.367,0.0037,14
233,ALGOUSDT,BLZUSDT,0.0163,-3.7387,-3.367,16.3727,14
1769,MAGICUSDT,SUIUSDT,0.0,-5.7774,-3.367,2.2307,14
9,10000LADYSUSDT,ANTUSDT,0.0344,-3.4782,-3.367,0.0001,14
836,EOSUSDT,AXSUSDT,0.0231,-3.6213,-3.367,0.0427,14
1766,MAGICUSDT,SSVUSDT,0.0,-5.8701,-3.367,0.0697,14
709,CVXUSDT,FXSUSDT,0.0124,-3.829,-3.367,0.7186,14
1778,MAGICUSDT,TWTUSDT,0.0,-5.789,-3.367,1.0198,14
345,ARBUSDT,YFIUSDT,0.0016,-4.4276,-3.367,0.0001,14
1448,LEVERUSDT,MAVUSDT,0.0302,-3.5252,-3.367,0.0043,14
1064,JOEUSDT,10000LADYSUSDT,0.0,-12.4142,-3.367,916.0784,14
2132,TWTUSDT,SUIUSDT,0.0285,-3.546,-3.367,2.1436,14
887,FLRUSDT,TLMUSDT,0.0393,-3.4285,-3.367,0.1167,14
1226,JOEUSDT,STORJUSDT,0.0,-12.9115,-3.367,0.2799,14
291,ANTUSDT,COTIUSDT,0.007,-4.0059,-3.367,20.2849,14
1223,JOEUSDT,SOLUSDT,0.0,-12.7978,-3.367,0.0025,14
929,HBARUSDT,CEEKUSDT,0.0087,-3.9417,-3.367,1.7914,14
1894,NKNUSDT,ALGOUSDT,0.0028,-4.2716,-3.367,0.0686,14
729,DASHUSDT,IDUSDT,0.0346,-3.4761,-3.367,353.24,14
1069,JOEUSDT,1000LUNCUSDT,0.0,-12.9385,-3.367,1.8904,14
36,10000LADYSUSDT,FETUSDT,0.0182,-3.7022,-3.367,0.0012,14
27,10000LADYSUSDT,CTKUSDT,0.0087,-3.9406,-3.367,0.0003,14
293,ANTUSDT,CTKUSDT,0.0112,-3.8613,-3.367,4.0837,14
1369,LEVERUSDT,COMBOUSDT,0.0349,-3.4722,-3.367,0.0019,14
594,BSWUSDT,DASHUSDT,0.0139,-3.7925,-3.367,0.0042,14
1677,MAGICUSDT,EDUUSDT,0.0,-5.7742,-3.367,2.2506,14
1809,MANAUSDT,PEOPLEUSDT,0.0407,-3.4148,-3.367,45.4856,14
864,FLOWUSDT,COREUSDT,0.0121,-3.8357,-3.367,5.013,14
1500,LEVERUSDT,XRPUSDT,0.0243,-3.6029,-3.367,0.0013,14
1473,LEVERUSDT,SHIB1000USDT,0.035,-3.4711,-3.367,0.1333,14
1177,JOEUSDT,KNCUSDT,0.0,-8.1169,-3.367,0.139,14
1765,MAGICUSDT,SOLUSDT,0.0,-5.996,-3.367,0.0115,14
1148,JOEUSDT,GALAUSDT,0.0,-8.0642,-3.367,1.0637,14
1684,MAGICUSDT,FETUSDT,0.0,-5.86,-3.367,5.59,14
1759,MAGICUSDT,SANDUSDT,0.0,-5.9476,-3.367,0.4509,14
383,BATUSDT,FLRUSDT,0.031,-3.5161,-3.367,39.467,14
1846,MTLUSDT,C98USDT,0.0259,-3.5798,-3.367,0.6148,14
440,BLZUSDT,1000BTTUSDT,0.0075,-3.9872,-3.367,61.2993,14
1055,IOTXUSDT,SUSHIUSDT,0.0004,-4.7912,-3.367,0.0217,14
1053,IOTXUSDT,RNDRUSDT,0.0003,-4.8672,-3.367,0.0335,14
1618,MAGICUSDT,ADAUSDT,0.0,-5.7827,-3.367,1.2049,14
1,10000LADYSUSDT,1000BTTUSDT,0.0378,-3.4428,-3.367,0.2688,14
1973,PHBUSDT,SHIB1000USDT,0.0426,-3.398,-3.367,61.5244,14
1721,MAGICUSDT,KNCUSDT,0.0,-5.775,-3.367,0.5972,14
1719,MAGICUSDT,KEYUSDT,0.0,-5.7754,-3.367,285.7845,14
2063,STORJUSDT,BSWUSDT,0.044,-3.3856,-3.367,2.0295,14
1717,MAGICUSDT,KAVAUSDT,0.0,-5.7776,-3.367,0.4778,14
1978,QTUMUSDT,DGBUSDT,0.0293,-3.5358,-3.367,493.1502,14
2061,STORJUSDT,API3USDT,0.0037,-4.1992,-3.367,0.399,14
2058,STORJUSDT,1000BTTUSDT,0.0456,-3.3715,-3.367,971.7779,14
1128,JOEUSDT,DODOUSDT,0.0,-13.2067,-3.367,2.2715,14
1035,IOTXUSDT,1000LUNCUSDT,0.0014,-4.4575,-3.367,0.493,14
313,ANTUSDT,ROSEUSDT,0.0069,-4.0133,-3.367,23.7785,14
1040,IOTXUSDT,COREUSDT,0.0287,-3.5441,-3.367,0.0614,14
1628,MAGICUSDT,APEUSDT,0.0,-6.1956,-3.367,0.2409,14
76,10000LADYSUSDT,TUSDT,0.005,-4.1111,-3.367,0.0133,14
147,ACHUSDT,ALPHAUSDT,0.0136,-3.7981,-3.367,0.0831,14
321,APEUSDT,BSWUSDT,0.03,-3.528,-3.367,13.1343,14
1738,MAGICUSDT,MKRUSDT,0.0,-6.0419,-3.367,0.0013,14
2091,STORJUSDT,ZRXUSDT,0.0293,-3.536,-3.367,2.8663,14
556,BLZUSDT,SSVUSDT,0.0025,-4.3083,-3.367,0.0034,14
469,BLZUSDT,COMBOUSDT,0.0396,-3.4251,-3.367,0.1212,14
974,HNTUSDT,FETUSDT,0.0266,-3.5716,-3.367,56.6295,14
817,ENSUSDT,GLMRUSDT,0.0137,-3.7973,-3.367,16.2115,14
1740,MAGICUSDT,NEARUSDT,0.0,-5.8205,-3.367,0.1227,14
444,BLZUSDT,AGLDUSDT,0.0074,-3.9925,-3.367,0.1708,14
64,10000LADYSUSDT,RNDRUSDT,0.0031,-4.2487,-3.367,0.0001,14
1849,MTLUSDT,COMPUSDT,0.0162,-3.7404,-3.367,0.0047,14
814,ENJUSDT,SSVUSDT,0.0423,-3.4006,-3.367,0.0861,14
742,DODOUSDT,1000LUNCUSDT,0.0312,-3.5132,-3.367,0.8024,14
1158,JOEUSDT,HNTUSDT,0.0,-12.8263,-3.367,0.0212,14
1156,JOEUSDT,HFTUSDT,0.0,-12.9497,-3.367,0.8496,14
973,HNTUSDT,1000BTTUSDT,0.0306,-3.5205,-3.367,12756.1629,14
314,ANTUSDT,SSVUSDT,0.0166,-3.7324,-3.367,0.2118,14
122,1000LUNCUSDT,RENUSDT,0.0112,-3.8622,-3.367,0.3677,14
2002,RLCUSDT,CEEKUSDT,0.0239,-3.6088,-3.367,8.9448,14
1495,LEVERUSDT,WOOUSDT,0.0246,-3.598,-3.367,0.008,13
1270,KEYUSDT,AGLDUSDT,0.0242,-3.6038,-3.367,0.0111,13
1520,LOOKSUSDT,ALICEUSDT,0.0206,-3.6609,-3.367,0.1265,13
1474,LEVERUSDT,SKLUSDT,0.0351,-3.4705,-3.367,0.0078,13
1515,LOOKSUSDT,10000NFTUSDT,0.0193,-3.6816,-3.367,113.6713,13
1467,LEVERUSDT,ROSEUSDT,0.0224,-3.6314,-3.367,0.0051,13
330,API3USDT,TUSDT,0.0313,-3.513,-3.367,112.2582,13
1671,MAGICUSDT,DGBUSDT,0.0,-5.7916,-3.367,93.3276,13
322,APEUSDT,ENSUSDT,0.0196,-3.6777,-3.367,0.2755,13
1268,KEYUSDT,1000XECUSDT,0.0165,-3.7355,-3.367,0.1116,13
547,BLZUSDT,QTUMUSDT,0.0027,-4.2843,-3.367,0.011,13
1464,LEVERUSDT,RDNTUSDT,0.027,-3.5657,-3.367,0.0047,13
1791,MAGICUSDT,YGGUSDT,0.0,-5.8172,-3.367,0.4354,13
511,BLZUSDT,IDUSDT,0.0042,-4.1613,-3.367,0.2057,13
361,ASTRUSDT,GPTUSDT,0.0037,-4.199,-3.367,2.3559,13
1642,MAGICUSDT,BCHUSDT,0.0,-5.8106,-3.367,0.0021,13
1627,MAGICUSDT,ANTUSDT,0.0,-5.7887,-3.367,0.2784,13
404,BCHUSDT,PEOPLEUSDT,0.0422,-3.4012,-3.367,8202.0882,13
384,BATUSDT,GRTUSDT,0.0271,-3.5648,-3.367,2.0508,13
1385,LEVERUSDT,DOTUSDT,0.0084,-3.9506,-3.367,0.0,13
1732,MAGICUSDT,LUNA2USDT,0.0,-5.8043,-3.367,0.5451,13
1424,LEVERUSDT,IOTAUSDT,0.0243,-3.6035,-3.367,0.0017,13
1365,LEVERUSDT,CELRUSDT,0.0141,-3.7876,-3.367,0.016,13
1660,MAGICUSDT,COREUSDT,0.0,-5.7834,-3.367,0.9589,13
464,BLZUSDT,CELOUSDT,0.0,-6.0443,-3.367,0.0311,13
1373,LEVERUSDT,CROUSDT,0.0242,-3.6048,-3.367,0.0029,13
479,BLZUSDT,DENTUSDT,0.0004,-4.7926,-3.367,38.0901,13
1678,MAGICUSDT,EGLDUSDT,0.0,-5.7863,-3.367,0.0074,13
1699,MAGICUSDT,HBARUSDT,0.0,-5.7821,-3.367,6.0587,13
1377,LEVERUSDT,CVCUSDT,0.0401,-3.4203,-3.367,0.0046,13
530,BLZUSDT,LPTUSDT,0.004,-4.1767,-3.367,0.0028,13
494,BLZUSDT,FLOWUSDT,0.0123,-3.8309,-3.367,0.0101,13
495,BLZUSDT,FLRUSDT,0.0045,-4.1402,-3.367,3.7035,13
346,ARPAUSDT,DARUSDT,0.0075,-3.9877,-3.367,0.0978,13
1367,LEVERUSDT,CHZUSDT,0.0122,-3.8349,-3.367,0.0042,13
1545,LOOKSUSDT,TWTUSDT,0.0018,-4.392,-3.367,0.9778,13
1294,KEYUSDT,LINAUSDT,0.0245,-3.6,-3.367,0.5031,13
1811,MANAUSDT,SUSHIUSDT,0.0005,-4.714,-3.367,0.6003,13
1542,LOOKSUSDT,SUIUSDT,0.0101,-3.8951,-3.367,2.2192,13
1452,LEVERUSDT,NEARUSDT,0.0259,-3.5803,-3.367,0.0001,13
1819,MASKUSDT,SSVUSDT,0.0182,-3.7017,-3.367,0.2587,13
1458,LEVERUSDT,OPUSDT,0.0342,-3.4804,-3.367,0.0012,13
1283,KEYUSDT,DARUSDT,0.0238,-3.6108,-3.367,0.0135,13
368,AUDIOUSDT,ETHWUSDT,0.0124,-3.8291,-3.367,0.2195,13
501,BLZUSDT,GRTUSDT,0.0015,-4.4387,-3.367,0.1947,13
550,BLZUSDT,RNDRUSDT,0.0015,-4.4479,-3.367,0.0277,13
171,ADAUSDT,RENUSDT,0.0453,-3.3742,-3.367,2.4586,13
1070,JOEUSDT,1000PEPEUSDT,0.0,-12.7345,-3.367,302.5496,13
133,1000XECUSDT,DGBUSDT,0.0003,-4.8496,-3.367,3.1884,13
1258,KDAUSDT,GFTUSDT,0.007,-4.0094,-3.367,77.2808,13
1092,JOEUSDT,AUDIOUSDT,0.0,-12.9607,-3.367,0.3204,13
1093,JOEUSDT,AVAXUSDT,0.0,-8.0706,-3.367,0.0044,13
153,ACHUSDT,LITUSDT,0.0088,-3.9378,-3.367,0.0087,13
2013,RLCUSDT,YGGUSDT,0.0087,-3.9407,-3.367,0.3394,13
2009,RLCUSDT,SSVUSDT,0.0052,-4.0967,-3.367,0.0544,13
162,ADAUSDT,COREUSDT,0.0215,-3.6448,-3.367,0.8161,13
1109,JOEUSDT,CELOUSDT,0.0,-13.479,-3.367,0.1444,13
691,CTKUSDT,YGGUSDT,0.0215,-3.6456,-3.367,0.3149,13
1117,JOEUSDT,COTIUSDT,0.0,-13.3064,-3.367,1.5139,13
1183,JOEUSDT,LITUSDT,0.0,-13.2065,-3.367,0.1895,13
181,AGIXUSDT,CKBUSDT,0.006,-4.0519,-3.367,39.6385,13
185,AGIXUSDT,HNTUSDT,0.0098,-3.9035,-3.367,0.0179,13
201,AGLDUSDT,MINAUSDT,0.0038,-4.1896,-3.367,0.4031,13
650,CHZUSDT,OCEANUSDT,0.0435,-3.3896,-3.367,0.8523,13
204,AKROUSDT,10000NFTUSDT,0.0037,-4.1989,-3.367,0.2855,13
1146,JOEUSDT,FTMUSDT,0.0,-8.089,-3.367,0.1806,13
1970,PEOPLEUSDT,TWTUSDT,0.0323,-3.501,-3.367,0.0354,13
207,AKROUSDT,BANDUSDT,0.0372,-3.4485,-3.367,0.0014,13
633,CELRUSDT,KDAUSDT,0.0454,-3.373,-3.367,0.022,13
1955,ORDIUSDT,LOOKSUSDT,0.0001,-5.2461,-3.367,3.5711,13
622,CELOUSDT,RDNTUSDT,0.0139,-3.792,-3.367,9.0248,13
128,1000XECUSDT,AGLDUSDT,0.0377,-3.444,-3.367,0.1004,13
2037,SLPUSDT,BALUSDT,0.0402,-3.42,-3.367,0.0032,13
1056,IOTXUSDT,TUSDT,0.031,-3.5161,-3.367,3.6125,13
748,DODOUSDT,MINAUSDT,0.0082,-3.958,-3.367,0.1396,13
901,GFTUSDT,VETUSDT,0.0278,-3.5553,-3.367,0.4458,13
21,10000LADYSUSDT,CEEKUSDT,0.004,-4.1751,-3.367,0.0025,13
894,GFTUSDT,C98USDT,0.0237,-3.6113,-3.367,0.0171,13
914,GMXUSDT,KLAYUSDT,0.041,-3.4125,-3.367,46.5838,13
29,10000LADYSUSDT,CVXUSDT,0.017,-3.7251,-3.367,0.0,13
2135,TWTUSDT,UNIUSDT,0.0164,-3.7377,-3.367,0.1269,13
2128,TWTUSDT,HOOKUSDT,0.0343,-3.4792,-3.367,0.8849,13
2127,TWTUSDT,HIGHUSDT,0.0153,-3.76,-3.367,0.7452,13
854,ETHWUSDT,RENUSDT,0.0003,-4.8647,-3.367,9.1456,13
849,ETHWUSDT,IOSTUSDT,0.03,-3.5275,-3.367,140.4741,13
954,HFTUSDT,LRCUSDT,0.0095,-3.913,-3.367,0.2842,13
955,HFTUSDT,MASKUSDT,0.016,-3.7451,-3.367,0.0656,13
956,HFTUSDT,SFPUSDT,0.0296,-3.5327,-3.367,0.4134,13
962,HIGHUSDT,BNXUSDT,0.0434,-3.391,-3.367,4.1655,13
975,HOOKUSDT,JASMYUSDT,0.0401,-3.4203,-3.367,65.0611,13
2094,SUSHIUSDT,FLRUSDT,0.0302,-3.5256,-3.367,195.6903,13
69,10000LADYSUSDT,SLPUSDT,0.0168,-3.7295,-3.367,0.0134,13
2082,STORJUSDT,LRCUSDT,0.0265,-3.5718,-3.367,0.8602,13
993,ICXUSDT,MINAUSDT,0.0204,-3.6627,-3.367,0.3215,13
808,ENJUSDT,ILVUSDT,0.0155,-3.7552,-3.367,0.0025,13
771,DYDXUSDT,EDUUSDT,0.024,-3.608,-3.367,14.9824,13
1034,IOTAUSDT,ROSEUSDT,0.0009,-4.5867,-3.367,3.1816,13
105,1000FLOKIUSDT,IOTAUSDT,0.0126,-3.8241,-3.367,0.0412,13
1946,ORDIUSDT,DODOUSDT,0.0436,-3.3891,-3.367,43.2259,13
136,1000XECUSDT,ZENUSDT,0.0322,-3.5026,-3.367,0.001,13
246,ALICEUSDT,SUSHIUSDT,0.0306,-3.5208,-3.367,2.3813,13
603,BTCUSDT,HIGHUSDT,0.0131,-3.81,-3.367,4378.0991,13
1195,JOEUSDT,MINAUSDT,0.0,-13.3873,-3.367,0.3197,13
1921,NKNUSDT,SWEATUSDT,0.0387,-3.4341,-3.367,8.7782,13
1199,JOEUSDT,NEOUSDT,0.0,-12.6909,-3.367,0.0223,13
1914,NKNUSDT,PEOPLEUSDT,0.0113,-3.858,-3.367,1.6485,13
1203,JOEUSDT,ONTUSDT,0.0,-12.6348,-3.367,1.693,13
1906,NKNUSDT,HOOKUSDT,0.042,-3.4029,-3.367,0.0593,13
1208,JOEUSDT,QNTUSDT,0.0,-12.5827,-3.367,0.0028,13
1902,NKNUSDT,DENTUSDT,0.0456,-3.3716,-3.367,44.0011,13
1215,JOEUSDT,RSRUSDT,0.0,-12.3439,-3.367,168.4793,13
1216,JOEUSDT,RUNEUSDT,0.0,-8.1922,-3.367,0.045,13
1897,NKNUSDT,BSVUSDT,0.0418,-3.4052,-3.367,0.0011,13
578,BLZUSDT,ZENUSDT,0.0044,-4.1442,-3.367,0.0017,13
574,BLZUSDT,XTZUSDT,0.0009,-4.5812,-3.367,0.0206,13
